33608.5,Trial
36256.5,Trial
36120.7,Trial
35781.2,Trial
36052.8,Trial
34559.1,Trial
37342.8,Trial
34898.5,Trial
36324.4,Trial
34830.6,Trial
38497,Trial
34015.9,Trial
33948,Trial
35781.2,Trial
34015.9,Trial
34694.9,Trial
33812.2,Trial
37207,Trial
37207,Trial
34966.4,Trial
35781.2,Trial
32997.4,Trial
37410.7,Trial
34559.1,Trial
32046.9,Trial
33336.9,Trial
35238,Trial
35305.9,Trial
34898.5,Trial
36324.4,Trial
35238,Trial
36256.5,Trial
36392.2,Trial
35441.7,Trial
36731.7,Trial
33608.5,Trial
35170.1,Trial
35781.2,Trial
34898.5,Trial
32658,Trial
36324.4,Trial
34355.4,Trial
35238,Trial
38700.7,Trial
35917,Trial
36188.6,Trial
33744.3,Trial
36935.4,Trial
36188.6,Trial
36324.4,Trial
33133.2,Trial
35917,Trial
33472.7,Trial
37546.5,Trial
33744.3,Trial
35034.3,Trial
37614.4,Trial
35170.1,Trial
34219.6,Trial
37274.9,Trial
34830.6,Trial
37614.4,Trial
37342.8,Trial
33201.1,Trial
35238,Trial
35849.1,Trial
36188.6,Trial
35713.3,Trial
35373.8,Trial
38157.5,Trial
33812.2,Trial
34762.7,Trial
36052.8,Trial
33676.4,Trial
35238,Trial
35441.7,Trial
36256.5,Trial
37342.8,Trial
35713.3,Trial
32046.9,Trial
34627,Trial
33948,Trial
33269,Trial
35984.9,Trial
38225.4,Trial
35170.1,Trial
38904.4,Trial
34423.3,Trial
37682.3,Trial
34355.4,Trial
34830.6,Trial
36324.4,Trial
35102.2,Trial
37478.6,Trial
36663.8,Trial
36595.9,Trial
36052.8,Trial
32997.4,Trial
38021.8,Trial
34151.7,Trial
32658,Trial
33880.1,Trial
34491.2,Trial
33336.9,Trial
32046.9,Trial
37478.6,Trial
35373.8,Trial
34627,Trial
33676.4,Trial
37071.2,Trial
35984.9,Trial
35170.1,Trial
36799.6,Trial
37207,Trial
36460.1,Trial
34898.5,Trial
35102.2,Trial
34559.1,Trial
36595.9,Trial
33336.9,Trial
35238,Trial
37410.7,Trial
33812.2,Trial
34559.1,Trial
39990.7,Trial
35849.1,Trial
33336.9,Trial
35713.3,Trial
34762.7,Trial
36052.8,Trial
37071.2,Trial
36528,Trial
35238,Trial
35917,Trial
34966.4,Trial
35102.2,Trial
34762.7,Trial
35917,Trial
35781.2,Trial
33880.1,Trial
36188.6,Trial
35034.3,Trial
36663.8,Trial
35238,Trial
34355.4,Trial
34762.7,Trial
35577.5,Trial
34830.6,Trial
32997.4,Trial
36392.2,Trial
34423.3,Trial
36663.8,Trial
36731.7,Trial
34762.7,Trial
35984.9,Trial
37410.7,Trial
36935.4,Trial
34083.8,Trial
36120.7,Trial
35170.1,Trial
34762.7,Trial
34762.7,Trial
36188.6,Trial
34423.3,Trial
37546.5,Trial
33404.8,Trial
34966.4,Trial
34898.5,Trial
37546.5,Trial
36120.7,Trial
33948,Trial
38700.7,Trial
34762.7,Trial
37682.3,Trial
35781.2,Trial
37682.3,Trial
36324.4,Trial
36460.1,Trial
35034.3,Trial
33472.7,Trial
38497,Trial
37818.1,Trial
37342.8,Trial
35441.7,Trial
34287.5,Trial
34830.6,Trial
33948,Trial
36935.4,Trial
37818.1,Trial
35238,Trial
37818.1,Trial
33880.1,Trial
34015.9,Trial
35917,Trial
34762.7,Trial
35373.8,Trial
34287.5,Trial
34083.8,Trial
32182.7,Trial
35441.7,Trial
33472.7,Trial
34151.7,Trial
32861.7,Trial
36052.8,Trial
35034.3,Trial
35034.3,Trial
35781.2,Trial
35034.3,Trial
33676.4,Trial
35577.5,Trial
35305.9,Trial
35577.5,Trial
35849.1,Trial
33676.4,Trial
37818.1,Trial
36324.4,Trial
36867.5,Trial
35034.3,Trial
34083.8,Trial
34627,Trial
35034.3,Trial
35645.4,Trial
33880.1,Trial
36528,Trial
34015.9,Trial
33812.2,Trial
33133.2,Trial
32997.4,Trial
37274.9,Trial
34083.8,Trial
36392.2,Trial
36867.5,Trial
34423.3,Trial
34423.3,Trial
34287.5,Trial
35645.4,Trial
36188.6,Trial
35373.8,Trial
37139.1,Trial
36460.1,Trial
34830.6,Trial
36324.4,Trial
38293.3,Trial
34491.2,Trial
35509.6,Trial
35238,Trial
31300.1,Trial
36052.8,Trial
35645.4,Trial
36392.2,Trial
35102.2,Trial
34830.6,Trial
34151.7,Trial
35577.5,Trial
31979,Trial
34491.2,Trial
34083.8,Trial
34966.4,Trial
35102.2,Trial
37207,Trial
36256.5,Trial
34491.2,Trial
37139.1,Trial
34966.4,Trial
37071.2,Trial
35305.9,Trial
37071.2,Trial
32182.7,Trial
35984.9,Trial
36052.8,Trial
34966.4,Trial
38632.8,Trial
35509.6,Trial
34966.4,Trial
35102.2,Trial
35781.2,Trial
34762.7,Trial
34151.7,Trial
34219.6,Trial
37410.7,Trial
34083.8,Trial
36052.8,Trial
33269,Trial
35781.2,Trial
34015.9,Trial
35577.5,Trial
32997.4,Trial
35917,Trial
34830.6,Trial
34083.8,Trial
37139.1,Trial
35170.1,Trial
37750.2,Trial
35238,Trial
36460.1,Trial
35984.9,Trial
35849.1,Trial
37818.1,Trial
35509.6,Trial
34559.1,Trial
34355.4,Trial
36120.7,Trial
32046.9,Trial
33540.6,Trial
34966.4,Trial
34559.1,Trial
35713.3,Trial
35305.9,Trial
35238,Trial
36867.5,Trial
32997.4,Trial
35034.3,Trial
33065.3,Trial
37342.8,Trial
36528,Trial
37342.8,Trial
36867.5,Trial
35238,Trial
37274.9,Trial
35034.3,Trial
37139.1,Trial
33201.1,Trial
34898.5,Trial
35781.2,Trial
36595.9,Trial
33472.7,Trial
37818.1,Trial
32997.4,Trial
36052.8,Trial
37003.3,Trial
35034.3,Trial
30553.2,Trial
35238,Trial
34694.9,Trial
37410.7,Trial
34219.6,Trial
34559.1,Trial
34627,Trial
37207,Trial
33472.7,Trial
37410.7,Trial
35034.3,Trial
36256.5,Trial
36256.5,Trial
35378.6,Average
